,company_name,job_title,posted_time,level,type,salary_range,requirements
85,Marberg Staffing,Data Analyst,2 days ago,Associate,Associate,CA$40.00/hr - CA$50.00/hr,"Data Analyst (2 positions) for provincial government ministry client, downtown Toronto.Marberg Job Number: 2414.Job Type:  Temporary.Initial Term: January 6 2025 to April 6 2025.Target Compensation:  From $40 per hour to $50 per hour, with competitive bids also considered according to experience.Regular Work Hours: 7.25 hours per day not including 1 hour unpaid lunch break, to be worked during regular business hours, Monday to Friday (36.25 work hours per week).Work Location: 100% onsite at client's downtown Toronto office, near TTC station.Responsibilities Summary:To work on large scale data review, analysis and reporting project, supporting client ministries on operational issues and ad-hoc requests relating to their data compilation and reporting processes.Research, investigate and assess relevant information in response to data and information requests.Identify key trends and drivers, determine research requirements on related issues, and interpret data.Build data pipelines, data queries and scripts as required.Prepare reports, submissions, and briefing materials.Explain complex research, analysis, data and forecasting findings.Additional data analysis, review and reporting responsibilities as required.Qualifications: Education:  Post Secondary Degree in Computer Science, Statistics, or related discipline.Preferred Work Experience: At least 2+ years of progressive experience in data compilation, review and analysis.Preferred Sector Experience: Public sector experience an asset.Technical and Language Skills Requirements: Ability to utilize data analytics tools, including Excel and Access (may be tested).Proficiency with statistical modelling and forecasting-specific software (e.g. SPSS).Overall strong proficiency with word processing, spreadsheets, graphics and databases applications to prepare briefing materials, presentations, and reports.Strong English communication skills, both written and verbal, including business and technical writing skills, and ability to verbally present complex information to a diverse range of audiences.Task -Based Qualifications and Additional Attributes: Demonstrated record of professional conduct and character.Demonstrated experience supporting information requests, inquiries, briefings and external communications within tight deadlines.Pleasant and courteous. Demonstrated commitment to client service and professional representation of the organization.Experience with large-volume data review and data and statistical analysis.Strong research and problem-solving skills, with experience providing information to support data-based and evidence-informed decision-making.Demonstrated experience in legislative requirements governing maintenance and publication of information.Demonstrated experience in assessing data, identifying emerging issues, investigating and providing feedback, and recommending options.Proven ability to respond to sensitive and confidential matters with tact, discretion, and excellent judgement in the interpretation and application of instructions and organization policy.Demonstrated ability to work well both independently and collaboratively, and in an advisory capacity, and liaise effectively with a wide and diverse range of internal and external stakeholders.Demonstrated successful experience of prioritizing work, making decisions and communicating with others within a values framework of respect, equity, anti-racism, diversity and inclusivity.Additional Requirements: Must be legally entitled to work in Canada, providing satisfactory documentation upon request.Ability to work 100% onsite 5 days per week, abiding by organization health and safety policiesAbility to promptly provide 3 highly qualified references upon request who are available to speak with either Marberg or Marberg's client.Ability to declare personal Non-Conflict of Interest in execution of assignment responsibilities.Ability to complete a satisfactory Provincial Government security check, prior to assignment start. Please note that Marberg will reimburse for the cost of the security checks upon confirmation of assignment start and submission of approved expense receipts.Provision of certification of AODA and OHSA online training course completion prior to assignment start.Additional satisfactory Background Checks, Technical Skills Evaluations, and Employment References as required.Application Notes:Recommended Application Date: We kindly request that you submit your resume as soon as possible, as our client will not accept new applications after Thursday November 14. Qualified applications may be contacted same day as date of application.We thank all applicants for their interest but wish to advise that only those selected for an interview will be contacted.Please note that Marberg Staffing updates job posts regularly, and external job boards may not reflect these changes in a timely fashion. Please refer to https://marberg.com/career-portal for the most current information including salary range.Please note that for this position, Marberg Staffing only accepts applications through LinkedIn and marberg.com.Candidates are only contacted via official phone call, email, or LinkedIn message from Marberg Staffing. Please disregard any initial contact through other mediums such as text message."
86,ATC,Data Analyst-MA,4 days ago,Entry level,Entry level,,"Job Title: Data Analyst Job Description:Entry Level expertise in gathering, analyzing, and documenting business requirements. If you do not have experience as a Business Analyst or Product Owner, you will be put through a training & Internship program.Experience in Requirement Gathering, Agile methodology, writing user stories, and building and planning roadmaps.Experience in preparing functional and detailed system design documentsDemonstrate expertise with SDLC methodologyAbility to communicate effectively across multiple levels of the organization, including with leadership.Demonstrated leadership, initiative, analytical skills, and sound business acumen, including the ability to understand and analyze recommendationsExperience with all phases of testing (i.e., system, integration, user acceptance), including creating use cases, test conditions, and review of output.Must be able to adjust and work effectively in a dynamic, changing environmentOther:Master’s Degree.We sponsor H1B / related work visas for eligible candidates.Individuals on F1/OPT are welcome to apply.Candidates require a US work authorization.We are an equal-opportunity employer."
87,Verusen AI,Data Analyst,1 day ago,Entry level,Entry level,,"Verusen is a leading technology company that uses artificial intelligence to provide visibility, digitization and prediction of materials data and inventory for complex supply chains. The company's AI software harmonizes disparate material data across ERP instances/systems while providing accurate MDM across the enterprise to optimize inventory costs. Intelligent controls enforce inventory procedures to help prevent future inventory spikes, while predictive capabilities optimize allocation and procurement needs. The result is a data foundation you can trust to move quickly to innovate and support related Industry 4.0 initiatives.Verusen is venture-backed by leading investors from San Francisco to Boston, and is a Signature Company at Georgia Tech's Advanced Technology Development Center (ATDC). Partnerships including SAP and Accenture. Verusen is a portfolio company of SAP.iO.Data Analyst – SAP Data Integration and ReportingLocation: Remote / Atlanta, GATeam: Customer | Reports to: Head of Customer SuccessOverview:Verusen is looking for a Data Analyst to join our team and play a critical role in loading, analyzing, and reporting datasets—primarily extracted from SAP systems. The ideal candidate will be highly skilled in SQL and SQL scripting and have a working knowledge of Python to assist with automation and advanced analytics. The analyst will collaborate with cross-functional teams, including Product, Engineering, and Customer Success, to drive insights and support data-driven decision-making.Key Responsibilities:Extract, transform, and load (ETL) data from SAP modules, including SAP Materials Management (MM) and Plant Maintenance (PM).Develop and maintain SQL scripts and queries for data extraction, transformation, and reporting.Identify, clean, and standardize MRO datasets to ensure data quality and consistency across multiple sources.Support data migration efforts by mapping legacy data with SAP data fields.Collaborate with business stakeholders to understand data needs and design custom reports and dashboards.Develop and maintain data pipelines and processes to automate repetitive tasks.Utilize Python (optional, but preferred) for more complex data transformations, automation, or advanced analytics.Conduct trend analysis and present insights to internal teams and clients to drive operational efficiencies and supply chain optimizations.Work closely with the AI and Product teams to integrate human-in-the-loop feedback into AI models for continuous improvement.Requirements:Bachelor's degree in Data Science, Computer Science, Information Systems, or a related field. Will consider equivalent experience vs degree. 2-5 years of experience as a Data Analyst or in a similar data-focused role.Strong SQL proficiency with expertise in SQL scripting for complex queries, joins, and stored procedures.Experience with SAP (Materials Management (MM), Plant Maintenance (PM), or related modules).Strong analytical and problem-solving skills with a keen eye for data quality issues.Familiarity with ETL processes and data migration best practices.Experience with Python for data manipulation and automation (preferred).Familiarity with data visualization tools such as Power BI, Tableau, or similar platforms.Ability to translate business needs into technical specifications and actionable insights.Strong communication and interpersonal skills for cross-functional collaboration.Preferred Skills (Nice to Have):Experience working in MRO inventory management or supply chain environments.Familiarity with SAP data structures and BAPI integration.Exposure to AI-driven analytics and human-in-the-loop workflows.Experience with cloud platforms (AWS, Azure) for data storage and processing.What We Offer:Competitive salary and benefitsFlexible work environment (remote or hybrid)Opportunity to work with cutting-edge technologies in AI-driven supply chain solutionsA collaborative team environment with opportunities for career growthCommitment to Diversity and InclusionAt Verusen, we are committed to providing an environment of mutual respect where equal employment opportunities are available to all applicants and teammates without regard to race, color, religion, sex, national origin, age, physical and mental disability, sexual orientation, gender identity and/or expression, status as a veteran and any other characteristic protected by applicable law. We respect and seek to empower each individual and support a diverse culture, perspectives, skills, and experiences within our workforce. We believe that diversity and inclusion among our teammates are critical to our success, and we seek to recruit, develop and retain the most talented people from a diverse candidate pool."
88,Intelliswift Software,Senior Data Analyst,,Mid-Senior level,Mid-Senior level,$48.00/hr - $53.16/hr,"Job Title: Senior Data AnalystLocation: McLean, VA 22102 (Hybrid – 3 days/week onsite)Duration: 12 monthsContract Type: W2 onlyPay Rate Range: $48 - $53.16/HourIntelliswift Software Inc. conceptualizes, builds, and supports the world's most amazing technology products and solutions. Our team of rich experts from diverse backgrounds contributes to making Intelliswift one of the most reliable partners in IT and Talent solutions. We specialize in delivering world-class Digital Product Engineering, Data Management and Analytics, and Staffing Solutions services to Fortune companies, SMBs, ISVs, and fast-growing startups.Qualifications5-7 years of related data analytics experienceBachelor’s degree: Business, Statistics, Information Systems, or related field or equal work experienceProficient with relational databases and using reporting tools such as Tableau, MS Query, Rapid SQL, and MS AccessJob requires experience using MS Office applications including MS Excel and MS PowerPointBasic understanding of UNIX, VBA & SharePointAbility to thrive in a face-paced team environmentDetail oriented with strong problem-solving abilitiesExcellent verbal and written communication skillsAbility to understand and explain complex business concepts and reporting requirementsExperience with webservices and JSON constructionAbility to think critically and logicallyResponsibilitiesKnown activities include, supporting data migration, creating complex SQL queries and executing them for analysis, JSON construction, consumer testing.Additional activities will likely include, identifying proper metadata to enable system access for new applications and roles, troubleshooting production issues, supporting ad hoc and routine questions, requiring data pulls.The successful candidate will possess strong analytical and follow-up skills.Equal Employment Opportunity StatementIntelliswift celebrates a diverse and inclusive workforce. We offer equal employment opportunities to all applicants and employees. All qualified applicants will be considered regardless of race, color, sex, gender identity, gender expressions, religion, age, national origin or ancestry, citizenship, physical or mental disability, medical condition, family care status, marital status, domestic partner status, sexual orientation, genetic information, military or veteran status, or any other protected basis under the law. Americans with Disabilities Act (ADA)If you require a reasonable accommodation in completing this application, interviewing, completing any pre-employment testing, or otherwise participating in the employee selection process, please contact Intelliswift Human Resources Department Other Employment StatementsIntelliswift participates in the E-Verify program. Learn MoreFor information on Intelliswift Software, Inc., visit our website at www.intelliswift.com."
89,"TalentBurst, an Inc 5000 company",Data Analyst,3 days ago,Associate,Associate,$45.00/hr - $47.64/hr,"Contract Data Analyst - Product PerformanceIndianapolis, IN12 MonthsKey Responsibilities:Individual will assist the Diabetes Care Indianapolis Manufacturing Product Performance team manage software applications relevant to our manufacturing processes.You develop reports and other visualization techniques and analyze and interpret data to provide recommendations for process improvementsYou work independently to learn and investigate solutions; while also capable of collaborating and learning from other team membersYou exchange technical information with employees from other sites and form a network.Administer COTS applications to ensure proper execution and performanceMay interact with IT teams regarding technologies such as: Active Directory, Windows Server, SQL, Oracle, VMWare, Cisco switches and firewallsUse ServiceNow for incident management and change managementYou will attend, support and/or plan team meetings and workshops to build and maintain an understanding of ongoing activities and projectsYou will investigate and drive further automation and simplification of current processesYou will support teams to manage complex system structures and interfaces.Who you areBachelor’s degree in Math, Engineering, IT or related fieldProficient with SAS or other data analysis tools2+ years’ experience in systems development and manufacturing support in Life SciencesAbility to effectively communicate complex technical problems to both technical and non-technical audiencesProficient in English languageAbility to multitask, prioritize and be detail-orientedAbility to work well in a self-managed or team environmentRegards,Lakshmi"
90,Walgreens,"Analyst, Data Analytics 340B",2 days ago,Not Applicable,Not Applicable,"$56,800.00/yr - $91,100.00/yr","Job SummaryCollaborates with the account teams and contracting to identify and isolate variances resulting from over/under payment practices and factoring these into actual-to-expected results. Assist in the development of timely, innovative, objective analysis which lead to fact-based solutions for strategic business issues. Provides customer service to internal and external customers, including meeting quality standards for services, and evaluation of customer satisfaction.Job ResponsibilitiesAssists in the development and the utilization of innovative data visual presentation strategies to ensure data is conveyed in meaningful and interpretive formats for all audience levels.Assists in the development and implementation of innovative analytical and/or statistical methodologies and supporting tools for evaluating Company processes, business problems, and/or ROI of products and services.Collaborates with the account teams and contracting to identify and isolate variances resulting from over/under payment practices and factoring these into actual-to-expected results.Assists in the development and maintenance of an automated process to identify data and process integrity issues. Provides leadership with detailed recommendation for issue resolution. Identifies both up and down stream impact of identified issues and fully communicates with any impacted parties.Assist in the development of timely, innovative, objective analysis which leads to fact-based solutions for strategic business issues. Identifies, formulates, and drives problem definition and hypothesis formulation as it relates to the specific business environment. Synthesizes externally syndicated data with internal experience.Prepares standard and ad hoc management reports and presentations for projects. Utilizes query based tools to create and run queries used for data mining and analytics to support other job responsibilities and ad hoc projects.Performs specific tasks identified in the compliance monitoring program to include evaluation of definitions, price increase maintenance and network identification.Provides customer service to internal and external customers, including meeting quality standards for services, and evaluation of customer satisfaction.Works cross functionally with peers in Sales, Finance, Law, Contract Development, and Contract Operations.About Walgreens and WBAWalgreens www.walgreens.com is included in the U.S. Retail Pharmacy and U.S. Healthcare segments of Walgreens Boots Alliance, Inc. Nasdaq WBA, an integrated healthcare, pharmacy and retail leader with a 170 year heritage of caring for communities. WBAs purpose is to create more joyful lives through better health. Operating nearly 9,000 retail locations across America, Puerto Rico and the U.S. Virgin Islands, Walgreens is proud to be a neighborhood health destination serving nearly 10 million customers each day. Walgreens pharmacists play a critical role in the U.S. healthcare system by providing a wide range of pharmacy and healthcare services, including those that drive equitable access to care for the nations medically underserved populations. To best meet the needs of customers and patients Walgreens offers a true omnichannel experience with fully integrated physical and digital platforms supported by the latest technology to deliver high quality products and services in communities nationwide.The actual salary an employee can expect to receive, plus bonus pursuant to the terms of any bonus plan if applicable, will depend on experience, seniority, geographic location, and other factors permitted by law. To review benefits, please visit jobs.walgreens.com/benefits""An Equal Opportunity Employer, including disability/veterans"".Basic QualificationsBachelor's Degree OR High School Diploma/GED and at least 3 years of experience in Finance, Economics, Accounting, Math, Business, Actuarial Science, or Computer Science.Experience collaborating with internal and external resources to assist in the development of strategies and project plans that meet department goals within budget and established timelines.Experience establishing and maintaining key relationships with internal (peers, business partners and leadership) and external (business community, clients and vendors) within a matrix organization to ensure quality standards for service.Experience developing ways of accomplishing goals with little or no supervision, depending upon oneself to resolve issues to ensure completed objectives and determining when escalation of issues is necessary.Experience using time management skills such as prioritizing/organizing and tracking details and meeting deadlines of multiple projects with varying completion dates.Experience in diagnosing, isolating, and resolving complex issues and recommending and implementing strategies to resolve problems.Experience with analyzing and reporting data in order to identify issues, trends, or exceptions to drive improvement of results and find solutions.Advanced level skill in Microsoft Excel (for example: using AVERAGE function, merging and centering cells, printing centered page and/or creating a pivot table).Advanced level skill in Microsoft PowerPoint (for example: changing picture styles, customizing animation and/or setting automatic slide timings).Advanced level skill in Microsoft Word (for example: adding developer tab, creating a macro, formatting table style, inserting comments and/or creating a mail merge).Willing to travel up to 10% of the time for business purposes (within state and out of state).Preferred QualificationsMaster’s DegreeBachelor’s Degree in Statistics, Engineering, Computer Science or Information Systems.Knowledge of advanced coding languages (e.g. SAS, SQL, C++, etc.).Experience with system administration (e.g. PROS, Vendavo, Vistaar, Salesforce.com, SharePoint, Wikis, etc.).Experience with business intelligence tools in support of data analytics (e.g. Business Objects, Cognos, Tableau, PROS, etc).Experience with learn coaching, mentoring, and training staff.Knowledge of Pharmacy, Pharmaceutical Benefit Manager, Benefit Consultancy, or Managed Care company.Experience with working with pharmacy data at a retail pharmacy, Pharmaceutical Benefit Manager, benefit consultancy, or managed care company.Knowledge of pharmaceutical industry pricing.Experience with project management (for example: planning, organizing, and managing resources to bring about the successful completion of specific project goals and objectives).Knowledge of systems such as Remedy and GIS.Experience with data extraction, data mining, data acquisition, data profiling, and data warehouse management.Experience in a data warehouse/business intelligence/decision support systems environment or IT experience.Knowledge of statistical concepts and data mining techniques.We will consider employment of qualified applicants with arrest and conviction records."
91,Matlen Silver,Business Data Analyst,2 days ago,Mid-Senior level,Mid-Senior level,$53.00/hr - $58.00/hr,"Job descriptionJob Title: Business/Data AnalystDuration: 12+ MonthsLocation: Plano, Texas Required Pay Scale: $53-$58/hour ***Due to client requirements this role is only open to USC or GC candidates***Job Summary:Business/Data Analyst with strong SQL and banking or financial services experienceMust Haves7-8+ years of experienceWorked in both BA and DA role in previous projectsWriting User storiesJiraEnd to end UI knowledgeSQL Queries Strong communication and presentationAbout Matlen Silver Experience Matters. Let your experience be driven by our experience. For more than 40 years, Matlen Silver has delivered solutions for complex talent and technology needs to Fortune 500 companies and industry leaders. Led by hard work, honesty, and a trusted team of experts, we can say that Matlen Silver technology has created a solutions experience and legacy of success that is the difference in the way the world works.Matlen Silver is an Equal Opportunity Employer and considers all applicants for all positions without regard to race, color, religion, gender, national origin, age, sexual orientation, veteran status, the presence of a non-job-related medical condition or disability, or any other legally protected status.If you are a person with a disability needing assistance with the application or at any point in the hiring process, please contact us at email and/or phone at: info@matlensilver.com // 908-393-8600"
92,J&T Express México,Analista de Datos,,Mid-Senior level,Mid-Senior level,,"Oferta de Trabajo: Analista de Datos en CONEJO CORRIENDOCONEJO CORRIENDO está buscando un analista de datos talentoso y motivado para unirse a nuestro equipo en crecimiento.Si tienes una sólida comprensión de la minería de datos, el análisis estadístico y la visualización de datos, ¡estamos deseando conocerte!Requisitos: Educación mínima: Educación superior - Licenciatura 3 años de experiencia Edad: entre 23 y 40 años Conocimientos: Microsoft Excel avanzadoResponsabilidades: Analizar e interpretar datos relevantes para la toma de decisiones estratégicas. Identificar, analizar y interpretar tendencias o patrones en los datos. Colaborar con diferentes equipos para la implementación de estrategias basadas en datos.Requisitos: Licenciatura en Estadística, Informática, Matemáticas o campo relacionado. Experiencia comprobada como Analista de Datos. Habilidades sólidas en SQL, Python, R u otro lenguaje de programación similar. Experiencia con herramientas de visualización de datos como Tableau o PowerBI. Excelentes habilidades de comunicación y capacidad para presentar informes de análisis de datos. Crear informes y dashboards que hagan visible el rendimiento de nuestros indicadores clave de éxitoOfrecemos: Un ambiente de trabajo dinámico y desafiante. Oportunidades de crecimiento y desarrollo profesional. Un salario competitivo y un paquete de beneficios completo.Si estás listo para dar el siguiente paso en tu carrera como Analista de Datos, envíanos tu currículum y una carta de presentación a nuestra dirección de correo electrónico.CONEJO CORRIENDO está comprometido con la diversidad e igualdad de oportunidades en el empleo.Queremos atraer a las mejores personas, independientemente de su raza, color, religión, sexo, nacionalidad u orientación sexual.¡Te esperamos en CONEJO CORRIENDO!"
93,Qualcomm,"Data Analyst, Staff - People Analytics",2 days ago,Not Applicable,Not Applicable,"$110,900.00/yr - $184,800.00/yr","CompanyQualcomm IncorporatedJob AreaMiscellaneous Group, Miscellaneous Group > Data AnalystGeneral SummaryWe are seeking an experienced Performance Analytics Analyst with strong expertise in people analytics to join our People Analytics team. In this role, you will be responsible for delivering actionable insights, engaging with senior leaders, and applying your technical expertise to enhance our data analytics processes, delivery, and support broader people analytics initiatives. You will play a crucial role in driving strategic decisions and contributing to the overall success of our organization.Key ResponsibilitiesData Analysis & ReportingAnalyze employee performance data to identify trends, patterns, and areas for improvement.Develop and maintain performance dashboards and reports for various stakeholders.Provide deep-dive analyses and insights to support business decisions.People AnalyticsConduct comprehensive people analytics to understand workforce dynamics, engagement, retention, and other key HR metrics.Develop predictive models and conduct scenario analyses to inform talent strategy.Collaborate with HR to enhance data-driven approaches to talent acquisition, development, and retention.Stakeholder EngagementCollaborate with senior leaders to understand their needs and deliver tailored analytics solutions.Present findings and recommendations to executive leadership in a clear and compelling manner.Serve as a trusted advisor to HR and business leaders on performance and people analytics matters.Technical ExpertiseUtilize advanced statistical methods and tools to analyze complex data sets.Continuously enhance data collection processes and systems to improve data quality and accessibility.Stay current with industry trends and best practices in performance and people analytics, as well as data science.Project ManagementLead and manage small to medium sized performance and people analytics projects from inception to completion.Ensure timely delivery of high-quality analytical outputs.Coordinate with cross-functional teams to drive performance and people-related improvement initiatives.QualificationsPreferred Education & ExperienceBachelor’s degree in Statistics, Data Science, Economics, Business Analytics, Human Resources, or a related field (Master’s degree preferred).4+ years of experience in performance analytics, people analytics, or a similar role.Technical SkillsProficiency in data analysis tools such as SQL, R, Python, or similar.Experience with data visualization tools like Tableau, Power BI, or similar.Strong understanding of statistical analysis and modeling techniques.Familiarity with HRIS systems and people analytics platforms.Soft SkillsExcellent communication and presentation skills.Strong problem-solving abilities and attention to detail.Ability to work independently and as part of a team in a fast-paced environment.Proven ability to interact effectively with senior leaders and influence decision-making.This is an office-based position with possible locations that may include San Diego, CA, Austin, TX, Raleigh, NC, Santa Clara, CA, Boston, MA.Applicants: Qualcomm is an equal opportunity employer. If you are an individual with a disability and need an accommodation during the application/hiring process, rest assured that Qualcomm is committed to providing an accessible process. You may e-mail disability-accomodations@qualcomm.com or call Qualcomm's toll-free number found here. Upon request, Qualcomm will provide reasonable accommodations to support individuals with disabilities to be able participate in the hiring process. Qualcomm is also committed to making our workplace accessible for individuals with disabilities. (Keep in mind that this email address is used to provide reasonable accommodations for individuals with disabilities. We will not respond here to requests for updates on applications or resume inquiries).To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Qualcomm. Staffing and recruiting agencies and individuals being represented by an agency are not authorized to use this site or to submit profiles, applications or resumes, and any such submissions will be considered unsolicited. Qualcomm does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to our jobs alias, Qualcomm employees or any other company location. Qualcomm is not responsible for any fees related to unsolicited resumes/applications.EEO Employer: Qualcomm is an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or any other protected classification.Qualcomm expects its employees to abide by all applicable policies and procedures, including but not limited to security and other requirements regarding protection of Company confidential information and other confidential and/or proprietary information, to the extent those requirements are permissible under applicable law.Pay Range And Other Compensation & Benefits$110,900.00 - $184,800.00The above pay scale reflects the broad, minimum to maximum, pay scale for this job code for the location for which it has been posted. Even more importantly, please note that salary is only one component of total compensation at Qualcomm. We also offer a competitive annual discretionary bonus program and opportunity for annual RSU grants (employees on sales-incentive plans are not eligible for our annual bonus). In addition, our highly competitive benefits package is designed to support your success at work, at home, and at play. Your recruiter will be happy to discuss all that Qualcomm has to offer – and you can review more details about our US benefits at this link.If you would like more information about this role, please contact Qualcomm Careers.3065240"
94,"Albano Systems, Inc.",Sr Data Analyst,2 days ago,Associate,Associate,$65.00/hr - $70.00/hr,"W2 ONLY - NO CORP TO CORP - W2 ONLY - NO THIRD PARTIESW2 ONLY - NO CORP TO CORP - NO VISA TRANSFER - NO 3RD PARTYEnterprise Data Services department with our fast-paced talented Agile team to unlock Data Capabilities for our Commercial Lines Business. We use both Legacy and the latest Cloud technologies, software engineering practices, Agile delivery framework, and are passionate about technology building well architected innovative solutions driving optimal business value generation. The ideal candidate should possess good functional knowledge of data management, business data analysis and business process mapping.Develop deeper understanding of Data analytics, Emerging technologies and Analysis practiceWork collaboratively in a fast paced environment – driving business outcomes in Agile ways of workingEnable and influence the timely and successful delivery of business data capabilities and/or technology objectivesDeepen Analysis capabilities such as business process mapping, data analysis, data testing, data wrangling, data transformation mappings to build data assets that enable business value generationBe part of a Scrum Team – driving work independently or collaboratively towards achieving business outcomesCertify the analysis deliveries for development working within the Scrum Team enabling optimal data quality output in conformance within agreed standardsAct as liaison, consultant between various business functions (Operations, Underwriting, Product, Actuarial, Data Science and Others) impacting organization and leadershipClearly give and receive information, requirements, and specifications (facts, ideas, perspectives) through verbal, written, and presentation communication methodsQualificationsBachelor degree with at least 3+ years of experience in business requirements or data analysis supporting the Insurance industry and data warehouse or reporting/analytic projects.Desired educational experience include, but are not limited to: Computer Science, Engineering, IT, Management Information Systems, Data Analytics, Applied Mathematics, and BusinessDesired candidates with prior Data Analysis competency and experience with successful enablement of Data Delivery initiativesDemonstrated proficiency with strong analysis, industry standard querying tools and planning capabilitiesStrategic thinking skills. Ability to provide options and assess solutions, looking at the business holistically and support the future Product (Data Asset) roadmapUnderstanding of current and emerging IT products, services, processes and methodologiesPrior analysis experience with strong SQL skills, leveraging Oracle and Snowflake with a willingness to learn new technologiesPrefer candidates having successful contribution to multiple data delivery implementation"
95,Fresno Madera Farm Credit,Senior Data Analyst,2 days ago,Mid-Senior level,Mid-Senior level,"$90,000.00/yr - $110,000.00/yr","Areas of Responsibility:Fresno Madera Farm Credit is searching for a self-motivated, highly driven individual to join our fast-paced team environment. The Senior Data Analyst will report directly to the Managing Director- Business Information and will provide timely and accurate financial and credit reporting for the Association, build datasets utilizing an array of technologies to produce extracts, reports and dashboards.Essential Responsibilities:Data Pull Abilities Prepares various financial information and analysis using in-house business intelligence toolsAnalyzes the data to verify accuracy and identify trendsBuilds reports and extracts using combination Microsoft Power BI Desktop, SQL Server Reporting studio (SSRS), Azure Data Studio, Power Automate, Salesforce SOQL and Azure DatabricksCreates reports based on the needs of departments and interpreting what information might be useful in data mining query extractsPerforms maintenance on standard, ongoing reports including clear data dictionary leveraging Collibra (Data Intelligence Platform)Leverage Python for automation of report deliveries to 3rd partyStrong discipline with documentation for data evidencingSpecial Projects & Documentation of ResultsExecuting and analyzing processes and recommending improvementsWriting a narrative report that includes the scope of the project, a description of activities undertaken, findings and recommendationsDocumenting new procedures, data validation exercises and UAT testing (User Acceptance Testing)Report & Data RequirementsDetermines the requirements for new reports by asking questions of the requestorIdentifies available information and determines what information makes sense to include in the reportBackupServes as back up to Business Information Team on process improvements and reportingData Security & Confidentiality Appropriately protects the confidentiality, security, and integrity of the Association’s systems, data and clients’ dataKnowledge, Skills, and Abilities: Advanced knowledge of Excel, SQL, Microsoft Power BI, and Power AutomateStrong technical experience and knowledge of SQL, Python and Microsoft Power BI capabilities, including DAX functionsAdvanced knowledge of various programs to efficiently pull informationAdvanced knowledge of SQL programming languageStrong knowledge of data mining tools, including Azure Databricks, Python and Power BISkill in analyzing complex technical data by using logic and quantitative reasoningSkill in utilizing time in an efficient and effective mannerSkill in having perception of different dimensions of business and financial issues and making sense out of complex issues while being decisive and flexible to changeSkill in taking complex tasks/datasets and distilling it to clear resultsSkill in reviewing multiple datasets, data dictionary and validating results for accuracySkill in utilizing a systematic approach to problem solvingSkill in recognizing the need for action and initiating activities to address the needSkill in differentiating significant and insignificant detailsOral and written communication skills sufficient to discuss a variety of job-related topics, and to effectively communicate complex topics to a variety of audiencesSupervisory Responsibility:N/AMinimum Qualifications: Bachelor’s or Master’s degree in Business Intelligence, Data Analysis, Finance or related field5/+ years of experience in pulling data utilizing various Business Intelligence tools for financial analysis, data development and reporting or an equivalent combination of education and experience sufficient to perform the essential functions of the job Microsoft certified: Power BI Data Analyst preferred Physical Requirements:Positions in this class typically require keying, talking, hearing, seeing, and repetitive motions.Sedentary Work: Exerting up to 10 pounds of force occasionally and/or negligible amount of force frequently or constantly to lift, carry, push, pull or otherwise move objects, including the human body. Sedentary work involves sitting most of the time. Jobs are sedentary if walking and standing are required only occasionally, and other sedentary criteria are met.The employee is required to have close visual acuity to perform an activity such as: preparing and analyzing data and figures; transcribing; viewing a computer screen; and/or extensive reading.Applicants must be authorized to work for any employer in the U.S. We are unable to sponsor or take over sponsorship of an employment Visa at this time.______________________________________________________________________________ABOUT USEstablished in 1917, Fresno Madera Farm Credit, headquartered in Fresno, provides quality credit and financial services in California’s Central Valley. Our mission is to provide access to credit and related services to farmers and ranchers in our region. As an efficient organization, FMFC delivers quality service with people that are passionate about creating the best possible customer experience for the generations of farmers and ranchers that we proudly serve. Fresno Madera Farm Credit offers competitive compensation packages and excellent benefit programs. We have a team-driven, performance-focused culture, with a strong focus on customer service, and fulfilling our mission to agriculture.Salary: DOEMinimum $90,000 – Maximum $110,000Visit www.fmfarmcredit.com for more information about the California Consumer Privacy Act.Submit resume for review by email to HRDept@fmfarmcredit.com."
