,title,pp,summary,total_jobs,total_hours,locality,country,perc_job_success,projects,skills_list
65,Expert Data Analyst & Engineer | Python | SQL | Looker | AWS | Excel,$85.00/hr,"I'm a highly skilled Data Analyst and Engineer with over 6 years of experience. I specialize in Python, SQL, AWS, GCP, Grow.com and APIs, turning data into actionable insights. I manage the entire data process – from cleaning and wrangling to analysis and visualization with Looker Studio, Tableau, and Power BI. I'm also proficient in automation and data development using Google Sheets and Excel.

Why Choose Me?

Experienced: Deep understanding of data analysis and engineering.
Technical Expertise: Skilled in Python, SQL, AWS, GCP, APIs, and Snowflake.
Visualization Master: Create actionable dashboards using Looker Studio, Tableau, and Power BI.
Automation Adept: Streamline workflows and data processes.
Client-Focused: Deliver high-quality, tailored solutions.
Services:

Data cleaning and wrangling
Data analysis and modeling
API development and integration
Data visualization
Data engineering and automation
Cloud solutions
Tools:

Programming: Python, SQL
Cloud: AWS, GCP
Databases: Snowflake
Visualization: Looker Studio, Tableau, Power BI, Grow.com
Spreadsheets: Google Sheets, Excel
APIs",44,"1,565",Lahore,Pakistan,100,"['SQL Analytics Database', 'Data Engineering', 'Google Sheets Expert Needed To Build Facebook/TikTok Ads Reporting Dashboard Template', 'PostgreSQL analytics database integration', 'Task', 'Automate an existing Excel Sales Report', 'Build a complex dashboard using Metabase', 'Assistance Needed for Google Sheets Optimization', 'Expert level GTM, Google Analytics dev needed for Looker Studio reports', 'Help Connecting Snowflake to S3', 'Reporting Score Card Builder', 'Grow.com (Analytics Visualiser) and API Specialist', 'Data Research/Analyst for Digital PR Campaigns and In house tracker', 'Google Sheet/Table/Document Design and Management', 'Build Dashboard using credentialing software', 'Immediate urgent Python skills needed', 'LP - POM', '[URGENT] Grading Business Analytics Assignments', 'Quantitative Data Project']","['Microsoft Excel', 'Looker Studio', 'SQL', 'Microsoft Power BI', 'Python', 'Dashboard', 'Data Analysis', 'Data Analytics', 'Data Engineering', 'Automation', 'Google Sheets', 'Snowflake', 'API Development', 'Google Cloud Platform', 'ETL Pipeline']"
66,"Excel and VBA Developer, Data analyst",$25.00/hr,"Hello,
Certified Microsoft Excel Expert, UPWORK Top Rated, I'm offering my Excel and VBA Macro coding skills.

I'll be happy to help you with:

✅ Excel VBA
✅ Excel Macros
✅ All type of formulas in Excel
✅ Optimisation with SOLVER-ADDIN

Looking forward to hearing from you soon!

Yacine",118,"1,340",Bejaia,Algeria,100,"['Fix my simple excel VBA', 'Dynamic Excel Timeline', 'Smartsheet dynamic dashboard', 'Dynamic Excel Timeline', 'Google Sheets Formula', 'Excel Business Projection', 'Data cleansing of CRM data', 'Data Entry ( From Excel to TXT file', 'Microsoft Excel Dynamic Chart', 'Timetable optimization using excel solver', 'Daily production log - company excel file', 'Excel Expert With Step By Step Walkthrough', 'Comparing Inventory Lists', '2 phasemacro', 'Design a customizable payslip template in MS Excel', 'Goal Seek for multiple cells', 'Discrepancies table', 'Data Processor (one time easy project)', 'Convert Excel to Google Sheet (including macros)', 'VBA Code Fixing for Cleaning Missing Timestamps in Spreadsheet']","['Dashboard', 'Google Sheets', 'Microsoft Excel', 'Scripting', 'Project Management', 'Excel Macros', 'Data Analysis', 'Microsoft Power BI Data Visualization', 'Finance', 'Optimization Modeling', 'Visual Basic for Applications', 'Data Cleaning', 'Data Analytics', 'Power Query', 'Visual Basic']"
67,R Developer & Data Analyst | Google Sheets-Apps Script | Excel-VBA,$60.00/hr,"- Motivated and proactive engineer, passionate about data science and programming.
- 8+ years of background in Data Science, Programming, Machine Learning,
Optimization, Research & Development.
- Various successful teamwork experiences in interdisciplinary R&D projects.
- Strong analytical skills.
- Able to fluently communicate in Spanish, English and French.

** Featured Integrations:
 ~ Google Sheets - Shopify (API)
 ~ Google Sheets - Lawmatics (API)
 ~ Google Sheets - HubSpot (API)
 ~ Google Sheets - Calendly (API)
 ~ Google Sheets - Trello (API)
 ~ Google Sheets - Myfxbook (API)
 ~ Broad Google Workspace - GSheets - GDocs - GForms - GMail - GSpaces/GChat
 ~ R - Kraken Crypto Exchange (API)
 ~ R - VBA - VBS - Excel
 ~ R - Google Sheets
 ~ R - Excel - Barchart
 ~ R - Motor State (FTP) - Turn14 (FTP) - Tactical Bucket (FTP) - Parts Authority (FTP)",106,"2,164",Barranquilla,Colombia,100,"['C++ and R Expert Needed to Optimize R Function with Rcpp', 'Excel Spreadsheet UX specialist', 'Apps Script Google Sheet Expert', 'Build automated meal plan creator in Excel after macro calculation', 'Google Merchant Center API connect to Google Sheet', 'Shiny app troubleshooting', 'IT Lead Hunting and Project Management', 'Apps Script - HubSpot Connection Pulling Data From WPForms to Google Sheets', 'Apps Script - Extension of GSheets/Docs/Forms Lead Follow-up System for Real State', 'Lawmatics - GSheets Dashboard Tweak', 'IT Project Manager for Business Automation', 'Apps Script web app and Google Ads API integration', '[R/GSheets/Excel] Code for Data Processing', 'Lawmatics - GSheets Dashboard Maintenance', 'Google Apps Script Coach', 'R Code Pulling Files from FTP Sites', 'G-suite expert to create a remote working hub for my offshore team', 'R Developer/Data Analyst for API Integration with Kraken Trading Platform', 'Google Sheets / Apps Script - Extension of Client Request Processing System for Therapy Center [JC]', 'Google Sheets (Apps Script) - Financial and Performance Tracking Dashboard for Therapy Center']","['R', 'Machine Learning', 'Data Analysis', 'Statistics', 'Spreadsheet Macros', 'Google Sheets', 'Microsoft Excel', 'Google Apps Script', 'Visual Basic for Applications', 'Quantitative Analysis', 'Exploratory Data Analysis', 'LaTeX', 'Academic Writing', 'Linear Programming', 'Operations Research']"
68,Economist || Researcher || Data Analyst,$40.00/hr,"As an Economist, Researcher, and Data Analyst, I possess extensive experience in developing research methodologies and conducting statistical and econometric analyses using a variety of software, including STATA 18, SPSS, AMOS, EVIEWS 13, GRETL, JAMOVI, SAS, and R. Additionally, I am proficient in qualitative analysis using NVivo.

With this expertise, I can assist you in the data analysis or empirical sections of your research, providing intuitive interpretations of the results. Furthermore, I offer comprehensive guidance on research projects (thesis/dissertation), covering every stage—from the introduction and literature review (conceptual, theoretical, and empirical) to methodology design, data analysis, and the conclusion with recommendations. I guarantee plagiarism-free content in all academic writing.

In the corporate and business data analysis space, I specialize in analyzing UX Surveys, managing databases, and delivering insightful data visualizations using SQL and Power BI.

Lastly, as a minister in the vineyard of God, I am also available to help with writing Spirit-inspired devotionals, sermons, and Christian writings.",214,677,Lagos,Nigeria,100,"['Data Analysis', 'Expert Needed for STATA Data Management and Training', 'Stata Project', 'R Analysis', 'Drafts for white papers or articles regarding economic and financial impacts in energy transition.', 'Confirmatory factor analysis', 'Compile financial and economic data', 'Economics Research', 'Panel Data Analysis Expert', 'Development Research', 'Energy Transition whitepapers']","['EViews', 'Academic Research', 'Econometrics', 'Stata', 'Case Studies', 'Predictive Analytics', 'Microeconomics', 'Economics', 'Time Series Analysis', 'Christian Theology', 'Economic Analysis', 'Forecasting', 'NVivo', 'Scientific Research']"
69,Data Analyst - Excel Expert/Google Sheet/SQL/Dashboard/Looker/PowerBI,$20.00/hr,"""Anisha has Excellent skills concerning graphing and organizing data. Excellent communication. Highly recommended.""

I help early-stage startups and other clients in Data Collection, Data Cleaning, Analyzing the data, setting up a database, and Interpreting the results using:

◊ Excel
◊ Google Sheets
◊ SQL
◊ Google Looker Studio
◊ Power BI

Focused on:

◊ Pivot Tables & Pivot Charts including all Chart Types
◊ Data Cleansing, Analysis, Reconciliation of Complex & Large Data Sets
◊ Data Analysis using Pivot tables and consolidated pivot tables from multiple worksheets
◊ Designing and Creating dashboards with various graphs and slicers
◊ Data visualization and manipulation using Basic and Complex Excel functions.
◊ Data Extraction From Website To Excel

As a Freelancer, I have developed multiple Excel and Google sheets dashboards for Student Management, HR Project Management, and more.


📊 Let's achieve your goals together!",68,373,Peoria,,92,"['Custom Reporting in Looker and Goole Sheets', 'All Scientific Excel Data Cleanse', 'Excel Project', 'Data Analyst Consult', 'Sitemark Data', 'Dashboard BatteryLite', 'Excel Formule', 'excel creation', '(20 mins)  Show me how to copy/paste row Google Sheets when checkbox is checked', 'Excel sheet for supply order tracking', 'Part time data entry, work from home with flexible schedule - high accuracy required', 'Pivot Table for Reviewers', 'Formatting of Spreadsheet EOY23 Analysis', 'Looker studio consultation', 'Google Sheets & Excel Master sought for data cleansing & analysis', 'Google Sheets Tutor', 'Google Sheets Whiz', 'Monthly Financial Operating Report with graphs and analysis']","['Microsoft Excel', 'Looker Studio', 'Google Sheets', 'Dashboard', 'Microsoft Power BI', 'SQL Programming', 'Data Entry', 'Microsoft Office', 'Data Mining', 'Data Analysis', 'Data Processing', 'Excel Formula', 'Excel Macros', 'VLOOKUP']"
70,R Developer & Data Analyst | Google Sheets-Apps Script | Excel-VBA,$60.00/hr,"- Motivated and proactive engineer, passionate about data science and programming.
- 8+ years of background in Data Science, Programming, Machine Learning,
Optimization, Research & Development.
- Various successful teamwork experiences in interdisciplinary R&D projects.
- Strong analytical skills.
- Able to fluently communicate in Spanish, English and French.

** Featured Integrations:
 ~ Google Sheets - Shopify (API)
 ~ Google Sheets - Lawmatics (API)
 ~ Google Sheets - HubSpot (API)
 ~ Google Sheets - Calendly (API)
 ~ Google Sheets - Trello (API)
 ~ Google Sheets - Myfxbook (API)
 ~ Broad Google Workspace - GSheets - GDocs - GForms - GMail - GSpaces/GChat
 ~ R - Kraken Crypto Exchange (API)
 ~ R - VBA - VBS - Excel
 ~ R - Google Sheets
 ~ R - Excel - Barchart
 ~ R - Motor State (FTP) - Turn14 (FTP) - Tactical Bucket (FTP) - Parts Authority (FTP)",106,"2,164",Barranquilla,Colombia,100,"['C++ and R Expert Needed to Optimize R Function with Rcpp', 'Excel Spreadsheet UX specialist', 'Apps Script Google Sheet Expert', 'Build automated meal plan creator in Excel after macro calculation', 'Google Merchant Center API connect to Google Sheet', 'Shiny app troubleshooting', 'IT Lead Hunting and Project Management', 'Apps Script - HubSpot Connection Pulling Data From WPForms to Google Sheets', 'Apps Script - Extension of GSheets/Docs/Forms Lead Follow-up System for Real State', 'Lawmatics - GSheets Dashboard Tweak', 'IT Project Manager for Business Automation', 'Apps Script web app and Google Ads API integration', '[R/GSheets/Excel] Code for Data Processing', 'Lawmatics - GSheets Dashboard Maintenance', 'Google Apps Script Coach', 'R Code Pulling Files from FTP Sites', 'G-suite expert to create a remote working hub for my offshore team', 'R Developer/Data Analyst for API Integration with Kraken Trading Platform', 'Google Sheets / Apps Script - Extension of Client Request Processing System for Therapy Center [JC]', 'Google Sheets (Apps Script) - Financial and Performance Tracking Dashboard for Therapy Center']","['R', 'Machine Learning', 'Data Analysis', 'Statistics', 'Spreadsheet Macros', 'Google Sheets', 'Microsoft Excel', 'Google Apps Script', 'Visual Basic for Applications', 'Quantitative Analysis', 'Exploratory Data Analysis', 'LaTeX', 'Academic Writing', 'Linear Programming', 'Operations Research']"
71,Data Analyst - Excel Expert/Google Sheet/SQL/Dashboard/Looker/PowerBI,$20.00/hr,"""Anisha has Excellent skills concerning graphing and organizing data. Excellent communication. Highly recommended.""

I help early-stage startups and other clients in Data Collection, Data Cleaning, Analyzing the data, setting up a database, and Interpreting the results using:

◊ Excel
◊ Google Sheets
◊ SQL
◊ Google Looker Studio
◊ Power BI

Focused on:

◊ Pivot Tables & Pivot Charts including all Chart Types
◊ Data Cleansing, Analysis, Reconciliation of Complex & Large Data Sets
◊ Data Analysis using Pivot tables and consolidated pivot tables from multiple worksheets
◊ Designing and Creating dashboards with various graphs and slicers
◊ Data visualization and manipulation using Basic and Complex Excel functions.
◊ Data Extraction From Website To Excel

As a Freelancer, I have developed multiple Excel and Google sheets dashboards for Student Management, HR Project Management, and more.


📊 Let's achieve your goals together!",68,373,Peoria,,92,"['Custom Reporting in Looker and Goole Sheets', 'All Scientific Excel Data Cleanse', 'Excel Project', 'Data Analyst Consult', 'Sitemark Data', 'Dashboard BatteryLite', 'Excel Formule', 'excel creation', '(20 mins)  Show me how to copy/paste row Google Sheets when checkbox is checked', 'Excel sheet for supply order tracking', 'Part time data entry, work from home with flexible schedule - high accuracy required', 'Pivot Table for Reviewers', 'Formatting of Spreadsheet EOY23 Analysis', 'Looker studio consultation', 'Google Sheets & Excel Master sought for data cleansing & analysis', 'Google Sheets Tutor', 'Google Sheets Whiz', 'Monthly Financial Operating Report with graphs and analysis']","['Microsoft Excel', 'Looker Studio', 'Google Sheets', 'Dashboard', 'Microsoft Power BI', 'SQL Programming', 'Data Entry', 'Microsoft Office', 'Data Mining', 'Data Analysis', 'Data Processing', 'Excel Formula', 'Excel Macros', 'VLOOKUP']"
72,Actuary | Data Analyst,$20.00/hr,"As an actuary, data analyst and statistical programmer, my passion is to find intriguing insights for business, public health, medicine, economics, and other data-driven problems. I have worked in this industry for 3+ years on over 100+ small and large projects. I have extensive experience in the following programming languages and statistical analysis software: R, Python, SAS, Power BI, Tableau & VBA-Excel. 

Fluent in:
- Power BI & Tableau. 
- Mathematics, Finance. 
- R                    :    base R, tidyverse (ggplot, dplyr, stringr, factor, ....), ...
- Python          :    NumPy, Matplotlib, Seaborn, Selenium, streamlit ...
- VBA Excel    :    macros & Forms
- SAS               :    STAT/AF/IML, macros, sql, ...
- Notebooks   :    Rmarkdown, Jupyter, Google collabs. 
- Dashboards :    R (shiny), python (dash/Django).",39,90,Casablanca,Morocco,100,"['Developer needed for fraud prevention tool - Urgent fix by today', 'R and Python experience for real estate analysis support', 'Review of the Bonus Model', 'Data Analytics in Python', 'Sensitivity power analysis in R', 'The excel that can estimate the IAS 19 (26) employee retirement benefit calculation.', 'Fix R script to properly process possessions for college basketball.', 'Implement SEIR model of Covid 19, using R', 'Simple SAS programming', 'Python Programming', 'Power BI specialist', 'stastics (R) in geosciences', 'Advanced R programmer', 'R coding finance project', 'POC For Research Paper - Data preprocessing code conversions from Python to SAS', 'Data', 'Collect and store data using R and PostgreSQL']","['Python', 'SQL', 'SAS', 'Web Scraping', 'R', 'Visual Basic for Applications', 'Microsoft Office', 'R Shiny', 'Dash', 'IBM SPSS', 'Quantitative Finance', 'Finance & Accounting', 'Microsoft Excel', 'Quantitative Analysis']"
73,"Business Analyst, SRS, BRD, Project Manager, Data Analyst",$15.00/hr,"🥇TOP RATED | 💪 650+ SUCCESSFUL PROJECTS | 💼 6+ YEARS EXPERIENCE |👨🏻‍🏫 BUSINESS ANALYST | 🌟 5.0 STAR PRO - ANALYST | 🔸 SENIOR BUSINESS ANALYST | ⏲ OVER 2k+ WORKING HOURS | 💰 40k+ EARNING

Throughout my career, as Business Analyst, SCRUM Master, Project Manager, and Product Owner I've been deeply involved in 300 industrial projects, gaining valuable experience along the way. This journey has been a continuous learning process, where I've consistently upgraded my knowledge to keep pace with the ever-evolving technologies and tools. My ability to adapt quickly and learn on the go has been a strong suit, enabling me to stay current in the field.

My Core Competencies in:
📓 Technical Reports
🖋 Technical Documents
📈Technical Analysis
💰Technical Estimations
📝Technical Documentation
⚖Technical Optimization
🛠 Technical Requirements
💻 Technical Design

Documents Related to Software Development:
✔️ SRS Document
✔️ BRD (Business Requirements Document)
✔️ FRD (Functional Requirements Document)
✔️ FSD (Functional Specifications Document)
✔️ SDD (Software Design Document)
✔️ Software Test Plan Document
✔️ Software Project Plan Document
✔️ Software Project Estimations Summary Document
✔️ System Technical Analysis Report
✔️ System Technical Requirements Document
✔️ System Use case Document
✔️ Agile User Stories
✔️ Software Development Project Report

I'm playing a positive role to make projects successful in different roles, as a Project manager and Agile project manager:
• Digital Project Management
• AI Project Management
• Software Project Management
• Agile Project Plan
• Project Development Plan
• Risk Project Analysts
• Project Work Division
• Work Breakdown Structure
• Gantt Chart
• Project Budget Estimation and Calculation
• Project Role and Responsibilities

Other Documents:
✔️ Feasibility Report
✔️ Research Project Proposal
✔️ Research Theses
✔️ FYP Report
✔️ Capstone Full Project Report
✔️ Research Report

Tools I use for Documentation:
📑 Microsoft Word
🎨 Microsoft PowerPoint
🎆 Microsoft Visio
🎫 Microsoft Project
📊 Microsoft Excel
🎛 Lucid Chart
🖍 Start UML
🛠 Visual Paradigm
🔮 Figma
🛹 Turnitin
🧩 Grammarly
🚀 Google Docs
🛠 Share Sheets

I uphold global standards like IEEE, ISO, and APA in my work. Offering work samples to new clients for pre-evaluation of quality and format. Backed by a team of 5+ technical writing experts for seamless project coordination.
You will always find me friendly in my communication and professional in my working approach.


--
Best Regards!
Abdul R.",118,"2,810",Lahore,Pakistan,90,"['Evaluation of Trading Platforms: Lean.io vs Zorro', 'Requirements Documentation for Automated Option Trading System', 'Seeking a highly skilled business analyst for an e-commerce project.', 'Consolidating contact lists for the projects', 'Buisness plan and pitch deck', 'Strategic Business Analyst – Enterprise Solutions', 'Agency looking for Asana Workflow Consultant & Automation Specialist', 'Business Analysis Documentation', 'List Azure Devops Action Items from the BRD', 'Required a Backend Documentation Writer', 'Agency looking for Asana Workflow Consultant & Automation Specialist', 'Write Functional Requirements for a token system in an education app', 'Need Business Analyst with Startup Experience', 'Bussines Analyst', 'Systems documentation', 'Create a requirement specification document for our project', 'Business Analyst - Applications', 'Create Website documentation', 'software documentation', 'Competitive Analysis and Business requirements documentation']","['Technical Documentation', 'Technical Writing', 'Business Analysis', 'Requirements Specification', 'Business Process Modeling', 'Requirement Analysis', 'Process Flow Diagram', 'Software Documentation', 'Business Intelligence', 'Product Management', 'Business Consulting', 'IT Project Management', 'User Stories', 'Implementation Plan', 'Project Planning']"
74,Senior Data Analyst/Visualization Expert | Looker | Power Bi |  GA4,$23.00/hr,"🏆Top Rated 🏆 12+ years data analysis 🏆IBM Data Scientist 🏆Certified Power Bi  🏆 Looker / Data Studio Specialist could Save 90% of your time ⏱ and achieve 30% revenue growth 💲 with our automation and data analysis services like Power Bi & Looker dashboards. 

Let's chat on Upwork for a FREE consultation. 🗯


𝑩𝒖𝒔𝒊𝒏𝒆𝒔𝒔 𝑰𝒏𝒕𝒆𝒍𝒍𝒊𝒈𝒆𝒏𝒄𝒆 & 𝑫𝒂𝒕𝒂 𝑺𝒐𝒍𝒖𝒕𝒊𝒐𝒏𝒔 

𝐀𝐝𝐯𝐚𝐧𝐜𝐞𝐝 𝐃𝐚𝐭𝐚 𝐌𝐨𝐝𝐞𝐥𝐢𝐧𝐠 & 𝐖𝐚𝐫𝐞𝐡𝐨𝐮𝐬𝐢𝐧𝐠: Developed robust data models and optimized storage solutions for efficient retrieval.
𝐂𝐮𝐬𝐭𝐨𝐦 𝐃𝐚𝐬𝐡𝐛𝐨𝐚𝐫𝐝𝐬 & 𝐑𝐞𝐩𝐨𝐫𝐭𝐬: Delivered tailored dashboards by collaborating with cross-functional teams to meet specific business needs.
𝐃𝐚𝐭𝐚 𝐀𝐧𝐚𝐥𝐲𝐬𝐢𝐬 & 𝐏𝐫𝐞𝐝𝐢𝐜𝐭𝐢𝐯𝐞 𝐈𝐧𝐬𝐢𝐠𝐡𝐭𝐬: Transformed data into actionable insights through rigorous analysis and predictive modeling.
𝐃𝐚𝐭𝐚 𝐀𝐜𝐜𝐮𝐫𝐚𝐜𝐲 & 𝐈𝐧𝐭𝐞𝐠𝐫𝐢𝐭𝐲: Ensured high data quality with thorough cleansing and validation processes.
𝐃𝐀𝐗 𝐄𝐱𝐩𝐞𝐫𝐭𝐢𝐬𝐞: Created custom calculations and measures using DAX in Power BI.
𝐄𝐧𝐝-𝐭𝐨-𝐄𝐧𝐝 𝐁𝐈 𝐒𝐨𝐥𝐮𝐭𝐢𝐨𝐧𝐬: Designed and implemented complete BI systems, from data extraction to impactful visualizations.
𝐃𝐚𝐭𝐚 𝐈𝐧𝐭𝐞𝐠𝐫𝐚𝐭𝐢𝐨𝐧: Unified diverse data sources for comprehensive analysis and reporting.
𝐈𝐧𝐭𝐞𝐫𝐚𝐜𝐭𝐢𝐯𝐞 𝐃𝐚𝐬𝐡𝐛𝐨𝐚𝐫𝐝𝐬: Developed engaging, interactive dashboards using Power BI & Looker Studio.
𝐄𝐟𝐟𝐢𝐜𝐢𝐞𝐧𝐭 𝐄𝐓𝐋 𝐏𝐫𝐨𝐜𝐞𝐬𝐬𝐞𝐬: Streamlined ETL operations to integrate data smoothly into BI systems.
𝐃𝐚𝐭𝐚 𝐆𝐨𝐯𝐞𝐫𝐧𝐚𝐧𝐜𝐞: Maintained data integrity, security, and compliance through strong governance practices.
𝐔𝐬𝐞𝐫 𝐓𝐫𝐚𝐢𝐧𝐢𝐧𝐠 & 𝐒𝐮𝐩𝐩𝐨𝐫𝐭: Empowered users to maximize BI tools through expert training.
𝐒𝐐𝐋 𝐌𝐚𝐬𝐭𝐞𝐫𝐲: Leveraged advanced SQL to extract and manipulate data for strategic decision-making.


You would save time and get insights through:

✨Excel
✨Google Sheets
✨Power Bi
✨Google Data Studio/Looker
✨BigQuery
✨GA4
✨Amazon Seller Central
✨SQL
✨Google Tag Manager


How will I do it:

💠By creating one-click automation
💠Combine data from various sources
💠Data visualization to get insights
💠Dashboards for ready-made data manipulation.
💠Data exploration to provide hidden revenue opportunities. 


✔I have IBM Data Science Professional Certification. My skillset is wide and I like to work fast to help you move from data to insight to action.

✔Have degrees in finance along with Data science. 

✔I have worked with international franchises to increase their revenue and profitability,

✔I have done sentiment analysis of customers to understand their behaviors and sales patterns.

✔I have been working in a US Tech startup as a Data scientist.

✔Strong background in both technical and business consulting and strategy.",31,"1,539",Karachi,Pakistan,100,"['Life in Movement Data Visualisation', 'Google Data Studio Data Visualizations', 'Power BI Developer', 'Amazon Agency KPI Tracker in Googler Looker', 'Google Lookerstudio Pro - Build Dashboards', 'Google Analytics analysis and insights', 'Amazon Agency KPI Tracker in Googler Looker', 'Power BI Developer', 'Create Power BI Dashboard', 'Update Power BI dashboard', 'Inventory Management Page', 'Google Sheets Dashboard Expert (Stripe & QuickBooks Integration)', 'Implement Power BI,  connecting it  to law firm software and create requested dashboards.', 'Google Sheets / Data Studio Dashboard Consultation', 'Update Q4 and explanation', 'Export data from external programs and format to Excel for data comparison.', 'Pre post analysis with extra look at wom', 'Tracking and reporting ninja']","['Data Analysis', 'SQL', 'Looker Studio', 'Analytics Dashboard', 'Microsoft Power BI', 'Data Science', 'Google Sheets', 'Automation', 'Microsoft Excel', 'Financial Analysis', 'Microsoft Power BI Data Visualization', 'Data Visualization', 'Data Modeling', 'Looker', 'Spreadsheet Software']"
75,PhD | Data Analyst | Python | JMP | Stata | Power BI | SPSS | Minitab,$7.00/hr,"🥇🏅🎖️

✅Experienced Data Analyst with 8+ years using JMP, SQL, R, Power BI, SPSS, Minitab, and Stata to analyze complex data.""
✅""Strong in statistics and statistical modeling, with experience in extracting insights from large datasets.""
✅""Skilled at creating clear and effective data visualizations to communicate findings to stakeholders.""

. Technical Skills:

. Data Analysis Tools: Proficiency in JMP, SQL, R, Power BI, SPSS, Minitab, and Stata.

. Programming Languages: Knowledge of Python and other languages useful for data analysis (e.g., SAS).

. Databases: Experience with relational and non-relational databases.

. Cloud Computing: Familiarity with platforms like Amazon Web Services (AWS) and Microsoft Azure (optional but a plus).

Analytical Skills:

. Statistics: Strong understanding of statistical concepts and modeling.

. Data Mining: Ability to extract insights from large datasets.

. Data Visualization: Skill in creating clear and impactful visualizations to communicate findings.

. Problem-Solving: Capability to identify and solve complex data-related problems.

Communication Skills:

Effective Written & Oral Communication: Ability to clearly and concisely convey analysis results to both technical and non-technical audiences.

. Presentation: Skill in presenting analysis findings in a clear and persuasive way.

Additional Skills:

. Project Management
. Teamwork


I'm very excited to discuss with you",61,"3,232",Fes Ouribal,Morocco,96,"[""Réalisation d'une enquête en mode hybride ( téléphonique, face to face, online) au Maroc"", 'California dataset: Analysis and Visuals', 'Minitan Project Needed in 30 hours', 'Working With Qualitative Data', 'Revising a Bad Data Visualization', 'Drawing a pic 3D on Blender', 'Help with JMP assignment', 'Spss assignment (without survey)', 'Need to calculate applicant change per year', 'Jmp specialist', 'Tutor for Markov Chains', 'Excel Data', 'Data analysis/ statistical analysis', 'Data analysis of surveys', 'Tutor / Coach (Fun Arts or Science)']","['JMP', 'DOE', 'Predictive Model', 'Python', 'Data Analysis', 'Minitab', 'Machine Learning', 'Predictive Analytics', 'Regression Analysis', 'Analytics Dashboard', 'Report Writing', 'Statistics', 'Microsoft Power BI Data Visualization', 'Biostatistics', 'Process Improvement']"
76,Python Web Scraping | Microsoft Excel Expert,$50.00/hr,"Are you in search of a highly experienced professional with over 20 years of expertise in Excel, Access, Word, Outlook, and Office automation? Look no further! With a diverse skill set that includes VBA, VB, Google Sheets, Python, SQL, MySQL, PostgreSQL, HTML, CSS, JavaScript, and jQuery, I am well-equipped to handle your complex data management and automation needs.

Why Choose Me?

⚡ Extensive Experience: With a proven track record spanning two decades, I have honed my skills in Excel, Access, and other Office applications. I bring a wealth of knowledge in creating small to large-scale applications using Access for various market segments.

⚡ Advanced Excel Solutions: I possess an in-depth understanding of Excel's capabilities, allowing me to design user forms, reports, pivot tables, charts, and graphs. I specialize in developing complex VBA programs that automate tasks, such as mapping disparate files into a master file, sorting and filtering data, and implementing ranking programs.

⚡ Versatile Skill Set: In addition to my Excel expertise, I am well-versed in Mac Excel as well as Windows. I excel in string and file manipulation, working with arrays, and developing complex logic programs tailored to your unique requirements.

⚡ Office Automation: I have a strong background in Office automation, utilizing Excel or Access as the data source and leveraging Word bookmarks and merge fields as the destination. I have successfully implemented automation programs that streamline workflows and enhance productivity.

Sample of Expertise:

Building robust applications using Access for diverse market segments.
Designing user-friendly forms, reports, pivot tables, and charts in Excel.
Developing complex VBA programs for data mapping, sorting, filtering, and ranking.
Expertise in Mac Excel and Windows environments, catering to your specific needs.
Proficient in string and file manipulation, as well as working with arrays.
Automation programs utilizing Excel or Access as the data source and Word as the destination.
Delivering Excellence in Office Automation

With my extensive experience and diverse skill set, I am committed to delivering excellence in Office automation and data management. Let's collaborate to optimize your processes and maximize efficiency.

Contact me today to discuss your project requirements and witness the power of seamless Excel, Access, and Office automation solutions!",338,"4,283",Rangpur,Bangladesh,100,"['Help with Excel charts', 'Urgent Excel Help', 'Automate 3 sheets on the Lead Source Tracking Report', 'Excel Assistance', 'macro', 'Help with excel drop down menus', 'Google Sheets Filtering', 'Excel Worksheets Automation and Data Entry Formulas', 'Excel expert needed: Combine 3 different datasets, removing any duplicates', 'Add data on Airtable', 'Fix pivot table in excel spreadsheet', 'CSV conversion template', 'Scrape data from Beaming Health website.', 'Scraping', 'Crawl provider data from immobilie1.de and ivd24.de', 'Tweak existing script', 'Excel Technology Development', 'Install Auto GPT on my computers', 'Data Scraper for a listing directory', 'Excel Guru - Price Updating and Data Maintenance']","['Google Sheets', 'Beautiful Soup', 'Scrapy', 'Data Extraction', 'Microsoft Excel', 'Visual Basic for Applications', 'XML', 'Google Spreadsheets API', 'Python Script', 'Data Analysis', 'Data Cleaning', 'Data Mining', 'SQL', 'Python-Requests']"
